fLength,fWidth,fSize,fAsym,fM3Long,fAlpha,class
80.3034,33.2955,3.5595,-57.4312,62.086,2.6827,0
30.3767,18.4949,2.6222,6.5992,27.1651,0.059,0
22.0539,14.3441,2.451,-30.5871,15.2366,3.13,0
12.6327,11.798,2.1945,7.5536,11.4815,80.4713,0
20.0686,14.4481,2.4786,-4.548,13.7631,24.5094,0
69.8921,18.9497,2.8283,-120.499,58.4752,4.442,0
74.6212,30.3664,3.4638,-32.24,50.3501,0.8905,0
36.5105,16.9973,2.7924,-5.9952,10.3356,25.1167,0
53.3101,13.6421,2.4249,42.7687,7.3238,85.0171,0
90.6662,37.7353,3.5818,-15.7899,-38.7518,2.481,0
83.5017,31.1228,3.7774,66.6543,74.6371,4.43,0
20.8716,12.4093,2.3243,9.9618,17.8652,23.769,0
79.5024,26.5601,3.652,49.9097,75.6821,3.5757,0
41.8269,26.368,3.0422,24.1335,40.136,29.392,0
20.9847,12.5638,2.3253,24.4503,14.9624,14.578,0
17.6775,10.8143,2.3838,-22.6554,-9.6813,23.666,0
20.8415,7.157,2.07,24.5405,9.3895,20.0419,0
39.003,15.8981,2.7832,26.9494,39.2724,11.479,0
35.5214,19.0795,2.7683,-7.2942,26.5883,3.6208,0
27.5027,16.8125,2.5763,-27.9457,-13.4266,21.937,0
21.4634,12.7096,2.4289,15.2858,13.0401,10.54,0
42.5173,29.0378,3.4363,32.2464,25.8013,11.891,0
43.8606,16.1287,3.0348,23.8714,31.1417,8.9201,0
12.9529,11.3125,2.1569,15.0118,-3.8537,28.538,0
20.4556,10.9666,2.2856,14.7209,17.8799,23.821,0
42.1915,18.3556,2.8513,-1.7343,40.9286,1.7355,0
104.061,14.115,2.6527,67.0364,97.6731,0.091,0
26.7112,20.18,2.7284,-19.9579,-20.4143,78.7402,0
28.3612,21.333,3.0404,-10.285,20.8569,61.7,0
49.8616,14.8833,2.7727,30.6544,34.732,3.757,0
33.4245,19.2319,3.0092,14.058,17.7395,62.169,0
23.145,14.3228,2.5843,-11.0961,-9.208,66.6152,0
24.5979,11.3337,2.4354,13.8569,21.2856,61.3024,0
51.7407,18.9125,2.9289,45.7487,44.9422,6.405,0
34.7679,19.0203,2.6857,33.846,30.6675,0.281,0
21.7529,6.7839,2.0881,23.5404,12.0502,5.706,0
17.8089,10.849,2.3284,1.8017,-7.7886,73.417,0
36.755,15.4828,2.5231,-49.4626,-23.9838,61.492,0
12.6161,11.8178,2.3551,15.54,-7.2472,65.013,0
53.0133,14.0532,2.3395,69.2327,-32.7482,10.865,0
19.3082,12.345,2.3551,2.5526,-10.4723,60.871,0
26.4659,13.6913,2.608,34.5433,14.0048,4.0277,0
26.9291,11.9546,2.4495,-22.7378,-13.3883,26.935,0
43.8753,29.479,3.6885,13.1996,37.5094,9.6642,0
74.3997,38.0074,4.102,65.1661,74.9736,4.6957,0
16.3137,11.4038,2.3365,-2.5906,6.0221,10.758,0
44.2373,20.9611,2.8904,44.1047,42.4894,37.234,0
25.5298,12.2168,2.3856,17.7841,14.4982,41.5557,0
76.8377,26.5769,3.5931,-54.9263,23.5317,4.154,0
23.9367,16.2543,2.5581,1.0994,8.0572,78.0806,0
29.4713,13.4156,2.42,-19.3592,18.1788,1.643,0
25.0206,21.1248,2.7976,-3.3811,-10.3187,24.4741,0
30.3621,11.6582,2.5629,16.6826,14.5422,9.991,0
44.1235,28.9088,3.0154,-17.7513,-26.6902,75.807,0
69.8372,25.6808,3.6243,-64.7862,46.2271,0.001,0
29.972,19.2445,2.7505,-0.0369,-16.0937,11.911,0
47.3034,16.5317,3.0398,48.5697,26.467,17.2617,0
35.0935,14.411,2.6532,35.2548,9.6713,7.5143,0
16.3214,10.697,2.3483,-2.4424,3.415,6.0909,0
25.2017,10.3461,2.3191,-8.9005,-18.1472,1.9439,0
27.1266,12.3249,2.5038,21.7815,-15.1941,3.64,0
121.664,16.0865,2.5378,-140.295,47.8546,1.662,0
19.1154,11.6816,2.3962,11.4349,18.9858,31.686,0
41.8157,21.1334,2.8132,27.743,32.2557,34.2159,0
57.6135,18.5866,2.7686,-33.3247,-29.6203,0.127,0
12.9942,10.9338,2.1021,13.9028,-6.1426,74.997,0
24.6014,12.8664,2.3793,17.3748,19.5657,22.821,0
31.3868,13.3409,2.8573,25.682,18.148,16.5296,0
29.9525,16.7684,2.525,2.8502,-21.0671,8.402,0
84.44,35.3814,3.742,-6.9577,52.0089,1.17,0
30.1563,11.9646,2.5422,6.1629,-13.5594,18.682,0
35.6443,10.798,2.4281,19.0775,26.2199,3.614,0
24.0631,10.2463,2.4601,-15.2259,16.2003,11.6251,0
32.8294,21.0659,2.7694,38.4715,23.9901,32.43,0
37.2895,21.5961,3.3735,15.4428,9.1394,3.2352,0
50.1058,18.3299,3.1541,38.2593,28.6234,4.0106,0
25.2208,0,2.0952,0,0,29.9003,0
27.2212,6.9613,2.248,-14.7659,6.1527,18.7187,0
30.554,21.1807,2.7509,2.1798,-20.8938,2.2982,0
36.6617,15.5033,2.5746,31.4251,25.5228,11.3761,0
32.8824,24.0868,3.0149,1.7784,-17.0711,10.197,0
83.05,30.4017,3.6171,-25.2927,67.6599,0.181,0
27.1734,11.315,2.4564,8.108,13.5867,15.6121,0
50.4857,20.4715,3.1313,-75.6635,-20.6365,8.648,0
51.0077,25.2429,2.734,-74.8411,33.8956,19.198,0
76.6675,16.8769,3.1204,92.6619,75.8274,1.579,0
26.2738,11.9961,2.6085,24.7401,20.7625,4.849,0
40.9677,20.7897,2.9685,20.8746,25.5428,4.929,0
32.2029,27.8573,2.9974,-11.8403,12.7336,15.646,0
30.7972,17.3984,2.7782,-0.0762,-20.6575,0.8828,0
47.3911,29.5763,3.4302,15.0843,-9.0918,3.5846,0
77.0437,26.1472,3.2184,58.594,72.9814,0.357,0
98.0186,38.7657,3.2832,-21.6661,62.541,7.011,0
84.9631,27.0242,2.9993,-66.8737,51.0246,1.346,0
43.287,12.0395,2.4281,48.354,31.4508,8.3733,0
25.9323,17.9622,2.7462,11.4111,-14.6894,50.082,0
60.0737,18.208,3.1339,-18.8277,18.2696,5.624,0
26.1516,17.4999,2.792,-6.3634,16.6793,10.6685,0
53.238,20.45,3.0406,54.0039,43.6942,5.6926,0
42.7448,17.6601,2.7412,5.3478,22.4234,8.9172,0
61.5175,26.4775,3.3753,3.5699,40.0819,3.0791,0
29.6626,9.2293,2.4125,5.207,24.5981,8.1489,0
90.2839,16.6147,2.8089,47.3189,85.7331,6.969,0
79.6714,32.2921,3.4282,-7.4842,56.1855,4.573,0
13.0679,10.7972,2.1287,13.7665,-4.3048,84.7088,0
62.159,26.5286,3.1909,37.8441,52.263,14.3969,0
32.3526,18.7973,2.8106,-0.0796,-19.2651,2.021,0
22.4885,16.0269,2.6959,-21.0595,8.754,6.62,0
20.9103,15.2311,2.4487,-0.7028,-7.7378,16.5516,0
75.6877,16.5181,2.8089,4.1543,49.0993,6.228,0
21.0071,14.9404,2.4487,1.809,-6.3112,29.349,0
52.5964,25.6208,2.9518,19.694,51.4918,5.258,0
66.5198,22.7195,3.038,64.3091,51.4504,3.481,0
32.6603,21.8534,2.8176,-36.7412,-19.3401,19.681,0
57.4159,17.4763,2.8344,22.4771,60.2797,14.6429,0
34.6692,20.9534,3.0631,6.6048,16.7804,8.705,0
33.3046,14.5828,2.5569,33.7169,31.6559,28.9934,0
53.5082,19.9123,3.2121,60.3099,34.1822,0.487,0
37.9626,15.9992,2.7825,-18.3229,14.1607,0.0895,0
117.688,13.7609,2.9292,78.7172,136.445,1.9331,0
17.173,10.9256,2.2718,3.3638,-8.3055,36.721,0
110.1,13.1992,2.8357,-169.802,56.9024,0.204,0
66.4672,35.612,3.2838,-53.3847,50.3012,0.106,0
59.4021,29.7172,3.1579,35.5777,58.8996,11.855,0
20.5372,7.2564,2.0233,-0.8443,7.0908,89.6566,0
27.1627,17.707,2.616,-3.2049,14.7748,74.502,0
44.8094,25.0454,2.9167,24.6103,-23.6855,22.0962,0
156.37,32.9325,3.3676,-289.955,165.703,15.657,0
56.6734,13.6681,2.618,-76.4051,-34.9987,7.2332,0
57.6944,18.316,3.0273,22.2614,22.1611,0.122,0
31.6204,14.3757,2.7462,-11.9099,22.5139,11.5864,0
133.596,35.5859,3.0312,219.896,-125.078,74.6605,0
22.3633,17.0705,2.5145,-11.5086,-9.48,1.9194,0
97.2271,25.0848,3.4646,8.112,56.7012,1.194,0
13.9473,8.8242,2.3454,14.3279,6.0618,25.1526,0
84.5714,19.5962,3.238,5.4504,97.1645,4.2254,0
50.0814,21.3068,3.1225,51.0469,40.8885,5.8695,0
113.486,32.2434,3.4706,-72.1478,64.421,1.2941,0
103.799,41.6904,4.213,-45.7858,81.4942,2.833,0
21.0617,12.0636,2.4601,28.4155,-8.6851,22.8621,0
43.515,14.3182,2.8075,16.4403,37.9256,4.1022,0
81.2756,29.4681,3.2469,-28.8546,37.2109,0.022,0
91.7353,36.0231,3.4097,-25.5609,70.9864,2.8204,0
20.2662,7.1979,2.1446,3.8412,-11.5307,72.587,0
20.7693,10.3513,2.3054,-18.2017,-20.29,2.752,0
61.7228,22.3597,3.5276,37.0129,54.8814,2.701,0
36.9453,12.8993,2.5593,-25.1823,28.5104,2.242,0
36.3631,19.8916,2.8085,5.8322,-12.1568,18.0525,0
18.9249,9.182,2.2833,17.9983,15.4613,18.7148,0
19.0605,9.8311,2.2967,-23.7916,-9.6045,2.805,0
68.222,13.291,2.8179,54.4541,66.8235,8.2019,0
62.1376,23.3124,3.3193,38.1039,64.4663,8.626,0
73.6582,27.5359,3.5329,-36.8723,53.1831,1.321,0
24.8408,14.8699,2.6459,4.3568,20.3579,70.606,0
63.1451,20.0494,2.8555,5.8427,-30.8421,10.179,0
18.423,12.554,2.5058,12.1573,15.8397,15.175,0
129.756,31.1928,3.1814,-171.905,54.6739,15.4674,0
28.738,12.184,2.5484,-16.1462,13.0976,8.0769,0
38.4475,14.7924,2.4456,18.1005,30.9733,22.3126,0
28.2788,13.7217,2.5664,22.1734,22.8593,20.694,0
19.8912,16.7321,2.3355,10.693,18.1222,11.5,0
123.987,17.4709,2.7906,-190.105,84.4861,0.813,0
46.2893,12.3993,2.8651,-82.4823,37.1961,10.6382,0
66.0346,11.7658,2.6212,70.6669,63.5139,2.0758,0
78.8829,27.055,3.4497,53.4896,66.8412,3.939,0
30.6525,18.9983,2.7774,24.3228,13.7714,37.007,0
37.2618,13.9046,2.695,21.9309,19.2815,11.346,0
48.9319,19.9172,3.1913,26.6507,49.5332,1.645,0
48.8366,22.2845,2.9802,-62.0644,27.0951,0.0805,0
80.2574,22.0414,3.0671,-24.5504,70.873,1.406,0
45.6239,17.151,3.0269,20.786,36.879,6.262,0
12.3934,12.0919,2.2,-16.8836,10.6145,50.0643,0
81.244,42.1421,3.7943,83.9376,71.3451,7.946,0
44.5093,14.7591,2.721,-66.2386,25.6017,3.81,0
51.0625,21.492,3.1045,3.7852,-37.1419,4.629,0
72.4802,30.4155,3.8673,-19.9983,79.7748,1.3082,0
15.8465,11.8639,2.2718,1.2776,-4.6367,48.699,0
51.326,17.6006,3.0554,10.5117,53.6403,7.26,0
47.3469,11.7963,2.596,21.8027,41.0234,12.801,0
20.9445,7.127,1.9978,-24.5181,-9.5235,53.159,0
106.087,18.9681,2.9225,91.3772,114.887,2.801,0
35.6588,23.4655,3.1214,7.5011,16.7297,82.3558,0
26.9787,13.9285,2.5224,31.9032,18.0542,72.624,0
61.8217,14.0563,2.4116,-88.3227,47.814,1.251,0
23.3073,17.421,2.444,8.7773,4.4608,2.7033,0
37.8758,15.6684,2.9516,9.5403,35.0116,8.426,0
90.663,35.1567,3.2034,7.8809,38.1563,0.4799,0
52.3941,19.6636,3.38,24.2068,43.4488,8.7641,0
26.7604,16.6151,2.5065,-19.225,-14.5471,23.959,0
26.7045,9.9059,2.4807,14.6508,-17.9119,7.055,0
32.7643,20.1371,2.8331,-32.2521,-30.0399,6.2504,0
68.9157,7.9361,2.2201,-75.7325,-31.2334,19.048,0
50.704,11.6095,2.608,42.8249,40.0821,3.9822,0
39.3034,16.2019,2.6299,13.9773,36.7876,23.734,0
78.5832,31.9728,3.3153,-1.2141,61.1027,6.4886,0
60.9046,20.4221,3.1955,75.238,42.1983,6.978,0
30.7178,11.253,2.4594,-16.6958,12.278,15.2359,0
12.9176,11.1995,2.224,14.5232,-7.7005,17.4554,0
20.4624,7.0807,2.0881,22.0253,12.8465,25.2239,0
69.6783,12.7037,2.6675,-38.7109,-58.8637,9.78,0
16.6056,11.4797,2.233,0.8373,-4.8092,45.0711,0
28.3463,13.4075,2.4433,34.0842,17.2129,6.785,0
91.4258,25.4403,3.8901,-0.1459,87.7213,3.1195,0
26.1423,15.0354,2.6707,-22.0885,16.7328,2.4225,0
18.0165,17.3877,2.4871,13.5811,15.9863,57.922,0
33.1412,18.2692,2.8695,22.1164,20.581,11.856,0
19.7308,18.5745,2.3314,12.0694,-18.3026,8.753,0
28.9813,20.9051,2.9405,7.621,16.5318,46.863,0
55.3617,33.223,2.7983,1.9585,-33.7951,13.822,0
40.8191,35.1622,2.7716,-27.1055,33.1106,9.6533,0
36.0474,9.6582,2.5993,10.7562,-27.961,18.862,0
61.0765,22.1349,2.9317,16.4389,-22.8588,7.7011,0
84.7669,25.0483,2.9009,7.0941,87.5265,8.012,0
12.6594,11.7413,2.1351,-15.8596,9.4522,43.5434,0
57.9453,31.8343,3.271,44.2126,39.0148,5.7196,0
13.2301,10.5832,2.1383,-13.8896,-4.5036,58.504,0
36.1546,7.3768,2.3608,23.3872,17.9313,6.3767,0
29.8441,16.2333,2.4742,37.132,-16.2669,15.5205,0
77.7337,30.2057,3.926,16.7036,69.886,1.5881,0
69.6868,32.5131,3.2821,25.7331,51.743,5.4304,0
49.4996,20.1666,2.9682,-17.5656,18.3328,12.7026,0
13.2009,10.4273,2.3064,-13.3062,-5.7732,40.863,0
17.2568,11.1001,2.2695,2.7427,-8.4161,13.267,0
97.6967,38.7353,3.7623,8.5151,61.5963,1.141,0
12.9947,10.7499,2.1688,13.3733,-4.7981,15.465,0
53.6201,20.2256,2.6547,48.1771,47.9499,41.257,0
41.7719,24.6557,3.2041,49.2567,-15.436,23.56,0
34.9377,24.2443,2.6744,-10.3992,-9.9848,42.679,0
55.0058,19.5329,3.3413,26.3947,54.7244,0.817,0
38.2724,15.6283,2.9047,-59.0244,24.2217,0.378,0
26.8184,13.5756,2.6449,6.8003,-11.5951,3.2859,0
45.6204,33.144,3.2983,-19.2351,7.2994,3.6192,0
88.9818,30.85,3.2423,-39.2575,72.5296,2.6107,0
31.5758,26.4066,2.8552,15.6043,14.9725,87.7159,0
78.1631,27.3822,3.3964,3.0264,70.0042,7.741,0
93.6783,37.3368,4.0157,52.8575,75.7577,0.667,0
21.0834,16.5408,2.6015,-27.1121,5.5636,48.7767,0
53.0719,22.5881,2.9467,32.0257,53.2193,8.118,0
17.9174,10.8499,2.3263,0.751,-5.9624,7.9443,0
23.2781,12.7693,2.4533,3.1716,18.1523,4.3351,0
30.3343,20.6495,2.6739,32.8752,-16.7559,9.129,0
20.017,9.5305,2.2175,25.509,6.2839,55.3309,0
16.5612,11.5193,2.2601,-0.4669,3.9436,38.001,0
18.9645,12.9814,2.527,10.1536,12.8059,18.749,0
18.3027,7.4384,2.1629,-2.5708,6.582,17.005,0
96.1,21.5383,3.1321,-88.5163,66.3915,5.9111,0
18.6569,12.3497,2.4793,2.9159,-12.4217,0.3301,0
82.7995,19.4289,3.0856,55.3938,82.3098,0.2339,0
77.3322,27.6013,3.5761,19.3071,70.8455,4.744,0
39.0165,23.3996,3.1053,8.3237,-22.4536,3.2298,0
28.4057,21.1799,3.0077,-14.156,13.3182,11.239,0
71.828,25.1169,3.2619,33.4948,73.5989,5.3892,0
21.0807,6.8859,2.1508,21.7918,13.8324,9.294,0
35.059,9.7044,2.5635,41.8213,29.3147,4.005,0
59.1733,30.5268,3.6819,-64.0055,20.0881,1.806,0
59.4409,21.1101,3.2783,-13.7027,45.0604,3.819,0
47.2489,18.8375,2.9151,-9.9978,-34.2862,0.7073,0
64.3999,31.2076,3.2383,15.8983,57.1013,8.889,0
41.8138,22.462,2.7828,-30.8827,34.4853,58.8998,0
30.5117,11.0617,2.4014,-46.0453,20.1266,56.063,0
27.6918,9.9536,2.3847,34.1069,21.0871,2.0797,0
26.826,16.5478,2.8119,12.777,16.4399,1.707,0
36.0763,24.2552,3.0467,6.2996,25.4849,4.6563,0
21.6029,0,2.1319,0,0,82.4952,0
25.9857,18.4585,2.5231,-25.48,-6.2044,56.1948,0
54.6986,27.7552,2.9621,-87.178,31.1115,23.358,0
44.5095,21.3266,2.9467,36.3432,14.4895,2.472,0
30.244,26.4647,2.7589,16.5457,11.6027,28.51,0
38.6092,24.3726,3.1016,39.7835,22.5295,0.4442,0
42.027,19.8294,2.5378,10.6125,-21.2785,4.897,0
19.5744,16.3541,2.3464,26.0276,-7.91,42.1379,0
70.8145,27.9615,3.6166,37.7711,59.1989,1.74,0
45.2953,10.8189,2.7392,21.8341,21.4259,4.313,0
21.1504,10.6335,2.281,22.0334,18.4466,22.674,0
21.034,7.0887,2.1889,-24.2465,-10.1613,66.1205,0
24.1889,0.0037,2.1508,0.2123,-5.6575,0.0002,0
63.4767,28.9711,3.3728,18.5203,37.3319,11.8804,0
98.5879,31.7271,2.7189,-51.4059,-83.8285,6.4959,0
35.2812,21.2289,3.1204,36.8962,23.7727,4.4652,0
74.664,28.3225,3.3298,92.582,61.8213,2.0827,0
19.1301,9.0426,2.2833,3.9814,-13.5623,38.478,0
24.0789,11.8664,2.6294,9.9897,14.9815,22.926,0
87.3876,29.3532,3.6577,46.1759,107.705,5.6,0
23.2473,18.4047,2.6839,-9.8798,10.6638,34.217,0
36.1806,17.9444,2.6015,21.7259,14.442,8.2714,0
54.8072,22.3495,2.7259,-51.6456,-56.1794,6.3332,0
40.8823,12.2532,2.7578,21.7843,-23.0124,16.879,0
36.6127,15.1914,2.5927,-36.5592,-34.1768,2.269,0
35.3463,17.0601,3.0523,-23.1575,10.4458,7.6086,0
46.2564,19.1547,2.9609,52.6054,21.5971,6.5852,0
12.9884,10.72,2.2055,13.2726,-4.5371,26.41,0
101.551,27.5733,3.7108,-41.8538,81.5373,1.7955,0
21.0532,10.5069,2.2014,-5.7473,17.2358,2.989,0
29.8389,14.5906,2.6503,-17.4478,10.6311,3.7372,0
31.3363,10.0005,2.4456,-18.2729,-24.6263,10.025,0
16.5314,11.1284,2.3874,-20.6686,-9.6798,60.649,0
19.0738,10.1021,2.2148,-24.4013,-8.6983,65.7379,0
21.7283,10.6288,2.3139,17.4416,17.9036,32.7666,0
97.2091,33.2444,4.0381,-21.5963,85.6669,0.6959,0
36.5188,19.7845,2.4571,-45.5581,-15.5398,17.6334,0
35.8368,16.2619,2.549,-26.4422,24.2467,23.853,0
71.0871,24.7024,2.9795,-47.6616,66.8521,24.0961,0
38.2371,19.4698,2.9393,-18.0537,-17.955,8.6172,0
33.9295,12.1658,2.5296,44.5229,20.1583,11.448,0
22.3966,15.2822,2.4425,13.8438,15.2297,18.996,0
41.1185,15.2694,2.5126,58.1164,-25.6832,6.1592,0
60.4957,17.6753,2.938,31.3257,-15.9801,15.639,0
39.018,16.3085,2.749,49.0054,-26.2935,0.783,0
29.7859,16.8267,2.5017,-19.1892,-24.7732,16.9344,0
31.1773,20.1391,2.8666,-0.3975,17.2716,7.611,0
18.8375,11.9932,2.472,-0.4388,-8.7199,32.256,0
40.3693,10.5989,2.7756,-5.2245,20.7647,17.8601,0
35.8815,16.4234,2.4997,44.8964,-12.3575,12.4385,0
22.0734,16.2121,2.5883,-14.9276,-15.5985,1.283,0
28.1264,22.3366,2.863,-15.8589,22.5345,56.248,0
24.1044,10.5084,2.4322,3.9049,19.2134,0.134,0
62.707,11.8072,2.616,-95.3366,49.8416,6.0467,0
33.5218,26.0405,3.4344,35.551,22.9681,13.501,0
62.4538,20.9787,3.1475,22.681,48.5582,0.139,0
32.8932,14.7584,2.5763,4.6285,-13.7969,10.7955,0
25.2587,0,2.2162,-28.5412,-11.4024,10.78,0
34.7527,16.3799,2.6212,21.9455,23.6607,16.5306,0
21.4824,12.6292,2.3253,28.1533,11.1342,35.8283,0
60.9972,16.1369,3.0851,50.887,30.7445,0.8192,0
32.3086,21.2245,2.8373,-42.0749,-14.8047,36.13,0
31.3719,23.3887,3.071,18.6838,22.6569,28.6317,0
48.8058,34.6768,3.6885,37.4582,38.7533,1.4845,0
19.3627,7.4401,2.0737,1.2864,-6.8666,60.349,0
55.9732,14.3168,2.7202,-90.4592,24.4704,8.528,0
21.3428,16.2565,2.42,28.1162,-9.8288,0.6445,0
34.7547,15.8012,2.8192,17.3265,-20.6272,1.236,0
51.9877,17.7295,2.836,15.4982,51.2734,3.8346,0
17.941,7.4752,2.2889,1.2938,-4.1966,2.105,0
22.4868,10.2285,2.4241,13.4286,16.5919,5.507,0
27.3488,19.4246,2.7474,19.1549,-16.1544,23.736,0
26.8176,15.9384,2.485,14.3457,9.0264,78.5386,0
30.5265,17.9152,2.7945,24.9069,-17.8305,65.9587,0
37.5974,13.5298,2.4942,45.5117,-8.699,13.599,0
53.9881,17.591,2.8423,51.1265,19.1993,5.2981,0
32.752,11.6661,2.4175,-8.7188,-25.4862,23.863,0
111.923,20.6943,2.8426,23.5205,122.498,3.3939,0
21.3424,10.1083,2.2788,-6.4027,17.53,51.719,0
27.2242,15.6492,2.6551,11.0418,14.2168,20.1203,0
106.419,36.7662,3.9834,-20.7275,62.648,0.6179,0
83.381,26.181,3.4373,9.4793,65.7381,2.332,0
22.1774,6.6565,2.1189,-25.0282,-9.0378,52.7541,0
23.9257,15.9532,2.5065,13.2554,11.8988,24.452,0
13.0301,11.1805,2.1351,14.9999,0.4644,35.096,0
31.0187,15.6989,2.3253,-33.8046,-20.4213,19.3334,0
34.8629,20.5725,3.1017,39.1696,26.9348,14.161,0
25.4438,16.3217,2.5605,29.0955,19.9386,17.21,0
38.8245,16.474,2.7899,17.4768,34.4857,0.804,0
16.9741,15.6818,2.3304,1.4646,15.4677,51.3957,0
26.3469,16.3506,2.6893,34.2159,21.3861,11.3556,0
71.5951,19.3552,3.1949,44.053,65.8521,0.8714,0
21.4181,6.9042,2.0473,-23.3197,-12.1158,39.5774,0
24.5434,15.9465,2.3191,7.1094,15.2248,61.886,0
77.7161,30.1417,3.8886,44.8366,63.5847,1.0204,0
104.323,68.6842,4.3813,-115.614,67.3795,2.8968,0
60.1777,22.4696,3.1116,79.6533,44.1507,1.877,0
28.1749,12.494,2.4526,-14.796,-7.7343,22.765,0
67.7679,22.5004,3.4059,-89.9773,47.1606,5.381,0
60.0265,19.5911,3.0362,-1.2711,47.2173,2.832,0
66.0494,19.0231,2.4893,56.4694,45.4999,5.112,0
57.2663,15.509,2.7292,68.9602,37.5807,4.819,0
35.0877,26.2968,3.0288,8.172,17.2455,15.532,0
48.2002,25.6478,2.76,-60.6256,22.5389,26.8176,0
38.97,19.5489,2.8865,41.2319,31.2267,21.4609,0
81.1205,30.8274,3.3071,-21.8809,57.8889,2.296,0
27.4953,16.4672,2.5112,33.6518,17.0504,7.113,0
26.9416,9.7191,2.2467,-11.4888,15.2022,10.626,0
34.737,23.5412,3.0175,30.2955,29.3417,39.615,0
27.009,12.9943,2.6632,-0.695,13.4028,20.582,0
14.3875,11.5851,2.3766,0.3622,3.734,20.35,0
107.246,62.9248,4.4209,-91.8615,80.1344,2.5599,0
30.7144,21.3005,3.1342,2.1477,18.5775,25.431,0
12.9091,11.2356,2.2516,14.623,-7.7891,0.3707,0
36.5576,21.8014,2.9263,-4.7287,24.7698,5.614,0
18.8857,7.3566,2.2911,3.9281,-9.2363,2.783,0
43.2815,8.7109,2.2068,28.2203,27.6114,6.025,0
61.672,17.609,2.8814,48.3396,45.1577,7.336,0
67.5024,20.0193,3.162,24.5278,75.3529,6.022,0
32.9844,17.0734,2.5647,45.6145,-22.6128,2.3056,0
20.5786,7.1865,2.1746,23.728,10.6638,56.336,0
31.0843,6.1756,2.3979,37.7332,13.6314,28.549,0
93.0034,28.1488,3.6363,-67.5172,73.348,1.64,0
77.6049,18.3815,3.0222,-67.0847,43.3979,4.328,0
38.7378,16.5018,2.7551,19.2488,32.5873,7.3257,0
25.4947,23.168,2.3414,-30.9852,18.599,84.7935,0
67.8904,32.9046,3.2645,-96.0978,41.8175,18.4779,0
24.6574,18.8849,2.7443,-31.4044,17.982,20.618,0
88.0102,44.629,3.9169,73.8944,81.9724,8.4648,0
56.7558,19.1792,2.9325,-58.5754,23.163,8.026,0
32.8908,13.6784,2.5635,-25.1963,6.4356,18.3564,0
27.5203,11.1225,2.3598,19.2496,-17.6584,57.6127,0
19.1504,7.4601,2.317,-1.1812,6.3935,58.209,0
38.0888,27.8921,2.9715,-5.2831,9.6439,23.484,0
12.6243,9.2136,2.2467,9.8606,10.054,47.441,0
38.8055,20.8356,3.0611,-8.1288,-17.7058,5.344,0
29.638,22.3916,2.7871,13.1261,21.6969,52.0176,0
24.1451,19.6937,2.4764,9.5297,16.9144,78.7982,0
75.5502,29.2845,3.5567,8.599,53.1994,3.6374,0
27.3437,9.4993,2.4338,13.2194,-16.6525,21.3597,0
55.8123,16.9689,2.9872,8.824,44.7144,14.328,0
30.3325,23.707,2.7608,15.1503,29.9378,6.8354,0
82.6686,15.6,2.6439,-114.02,52.8269,5.8704,0
25.8231,11.662,2.4886,-9.6338,-11.4662,20.852,0
68.2371,16.9432,2.9101,41.9837,13.4506,4.6306,0
25.4758,16.9708,2.7789,28.7346,15.7739,1.0915,0
38.1652,23.3782,2.9452,33.78,25.2137,18.6818,0
55.2926,13.3843,2.8636,68.9945,-11.6242,4.5618,0
17.8476,10.4929,2.2742,20.8677,11.6185,43.7863,0
26.4947,9.9971,2.3738,31.3412,21.2906,36.725,0
19.5927,10.2759,2.2856,-5.206,15.5873,44.7241,0
50.5199,17.5663,2.9692,8.4112,43.074,12.511,0
59.5295,13.4897,2.8534,-111.14,52.8608,2.942,0
44.8602,14.8309,2.993,-24.7215,20.9483,5.874,0
19.3191,10.0015,2.2601,-5.275,15.1394,29.312,0
23.856,12.2327,2.4346,7.6639,11.3909,20.7251,0
96.5421,40.3366,3.4214,-115.922,60.6116,14.594,0
26.4516,0.0001,2.2443,-0.0001,-0.0001,81.2738,0
22.3732,10.8996,2.4057,-12.9103,-18.8408,12.6972,0
59.3081,11.0487,2.6906,62.4271,54.3362,3.037,0
23.4405,12.4016,2.7059,17.3864,17.003,34.4836,0
39.7281,12.2391,2.8932,18.3837,23.4461,5.802,0
86.2691,27.2268,3.5583,47.5038,99.861,4.8363,0
19.6111,12.9182,2.3701,-15.856,-10.7161,30.556,0
51.0702,18.5098,2.9521,19.375,47.9198,7.48,0
44.6982,24.4149,3.0915,6.9787,15.1799,25.5856,0
38.6526,18.266,2.7839,-24.8365,-25.2459,8.8024,0
30.4555,12.3082,2.5557,28.482,22.3489,10.909,0
41.5547,17.8223,2.8768,21.7585,21.6034,26.5738,0
19.326,9.8381,2.2529,22.6425,11.5088,4.1946,0
31.4164,23.2328,2.8588,23.94,15.4061,4.6173,0
39.4987,14.016,2.7832,-40.7033,-20.7903,2.188,0
40.197,23.2498,2.7352,19.5691,42.3323,8.6032,0
26.1561,19.8247,2.5139,-0.6801,25.9882,49.5681,0
29.8766,18.9538,2.8011,18.6367,17.8455,14.8934,0
32.9078,11.7753,2.5185,-1.7654,14.3055,6.8937,0
81.2135,18.773,3.0981,75.8409,66.1504,0.193,0
13.3184,9.929,2.2055,12.684,7.8602,42.856,0
31.0316,15.7052,2.86,45.9593,5.9295,8.7828,0
23.0429,18.0175,2.7324,-6.7698,-13.864,0.326,0
